@code,コードが示す地域等,@name,areacode
0154900,北海道訓子府町,訓子府町,303
0155000,北海道置戸町,置戸町,303
0155200,北海道佐呂間町,佐呂間町,303
0155500,北海道遠軽町,遠軽町,303
0155900,北海道湧別町,湧別町,303
0156000,北海道滝上町,滝上町,303
0156100,北海道興部町,興部町,303
0156200,北海道西興部村,西興部村,303
0156300,北海道雄武町,雄武町,303
0156400,北海道大空町,大空町,303
0157100,北海道豊浦町,豊浦町,306
0157500,北海道壮瞥町,壮瞥町,306
0157800,北海道白老町,白老町,306
0158100,北海道厚真町,厚真町,306
0158400,北海道洞爺湖町,洞爺湖町,306
0158500,北海道安平町,安平町,306
0158600,北海道むかわ町,むかわ町,306
0160101,気象庁予報警報規程別表第四の二に示す「日高町日高」の区域,日高町日高,306
0160102,気象庁予報警報規程別表第四の二に示す「日高町門別」の区域,日高町門別,306
0160200,北海道平取町,平取町,306
0160400,北海道新冠町,新冠町,306
0160700,北海道浦河町,浦河町,306
0160800,北海道様似町,様似町,306
0160900,北海道えりも町,えりも町,306
0161000,北海道新ひだか町,新ひだか町,306
0163100,北海道音更町,音更町,304
0163200,北海道士幌町,士幌町,304
0163300,北海道上士幌町,上士幌町,304
0163400,北海道鹿追町,鹿追町,304
0163500,北海道新得町,新得町,304
0163600,北海道清水町,清水町,304
0163700,北海道芽室町,芽室町,304
0163800,北海道中札内村,中札内村,304
0163900,北海道更別村,更別村,304
0164100,北海道大樹町,大樹町,304
0164200,北海道広尾町,広尾町,304
0164300,北海道幕別町,幕別町,304
0164400,北海道池田町,池田町,304
0164500,北海道豊頃町,豊頃町,304
0164600,北海道本別町,本別町,304
0164700,北海道足寄町,足寄町,304
0164800,北海道陸別町,陸別町,304
0164900,北海道浦幌町,浦幌町,304
0166100,北海道釧路町,釧路町,302
0166200,北海道厚岸町,厚岸町,305
0166300,北海道浜中町,浜中町,305
0166400,北海道標茶町,標茶町,305
0166500,北海道弟子屈町,弟子屈町,305
0166700,北海道鶴居村,鶴居村,305
0166800,北海道白糠町,白糠町,305
0169100,北海道別海町,別海町,305
0169200,北海道中標津町,中標津町,305
0169300,北海道標津町,標津町,305
0169400,北海道羅臼町,羅臼町,305
0220100,青森県青森市,青森市,2
0220200,青森県弘前市,弘前市,2
0220300,青森県八戸市,八戸市,2
0220400,青森県黒石市,黒石市,2
0220500,青森県五所川原市,五所川原市,2
0220600,青森県十和田市,十和田市,2
0220700,青森県三沢市,三沢市,2
0220800,青森県むつ市,むつ市,2
0220900,青森県つがる市,つがる市,2
0221000,青森県平川市,平川市,2
0230100,青森県平内町,平内町,2
0230300,青森県今別町,今別町,2
0230400,青森県蓬田村,蓬田村,2
0230700,青森県外ヶ浜町,外ヶ浜町,2
0232100,青森県鰺ヶ沢町,鰺ヶ沢町,2
0232300,青森県深浦町,深浦町,2
0234300,青森県西目屋村,西目屋村,2
0236100,青森県藤崎町,藤崎町,2
0236200,青森県大鰐町,大鰐町,2
0236700,青森県田舎館村,田舎館村,2
0238100,青森県板柳町,板柳町,2
0238400,青森県鶴田町,鶴田町,2
0238700,青森県中泊町,中泊町,2
0240100,青森県野辺地町,野辺地町,2
0240200,青森県七戸町,七戸町,2
0240500,青森県六戸町,六戸町,2
0240600,青森県横浜町,横浜町,2
0240800,青森県東北町,東北町,2
0241100,青森県六ヶ所村,六ヶ所村,2
0241200,青森県おいらせ町,おいらせ町,2
0242300,青森県大間町,大間町,2
0242400,青森県東通村,東通村,2
0242500,青森県風間浦村,風間浦村,2
0242600,青森県佐井村,佐井村,2
0244100,青森県三戸町,三戸町,2
0244200,青森県五戸町,五戸町,2
0244300,青森県田子町,田子町,2
0244500,青森県南部町,南部町,2
0244600,青森県階上町,階上町,2
0245000,青森県新郷村,新郷村,2
0320100,岩手県盛岡市,盛岡市,3
0320200,岩手県宮古市,宮古市,3
0320300,岩手県大船渡市,大船渡市,3
0320500,岩手県花巻市,花巻市,3
0320600,岩手県北上市,北上市,3
0320700,岩手県久慈市,久慈市,3
0320800,岩手県遠野市,遠野市,3
0320900,岩手県一関市,一関市,3
0321000,岩手県陸前高田市,陸前高田市,3
0321100,岩手県釜石市,釜石市,3
0321300,岩手県二戸市,二戸市,3
0321400,岩手県八幡平市,八幡平市,3
0321500,岩手県奥州市,奥州市,3
0321600,岩手県滝沢市,滝沢市,3
0330100,岩手県雫石町,雫石町,3
0330200,岩手県葛巻町,葛巻町,3
0330300,岩手県岩手町,岩手町,3
0332100,岩手県紫波町,紫波町,3
0332200,岩手県矢巾町,矢巾町,3
0336600,岩手県西和賀町,西和賀町,3
0338100,岩手県金ケ崎町,金ケ崎町,3
0340200,岩手県平泉町,平泉町,3
0344100,岩手県住田町,住田町,3
0346100,岩手県大槌町,大槌町,3
0348200,岩手県山田町,山田町,3
0348300,岩手県岩泉町,岩泉町,3
0348400,岩手県田野畑村,田野畑村,3
0348500,岩手県普代村,普代村,3
0350100,岩手県軽米町,軽米町,3
0350300,岩手県野田村,野田村,3
0350600,岩手県九戸村,九戸村,3
0350700,岩手県洋野町,洋野町,3
0352400,岩手県一戸町,一戸町,3
0410001,気象庁予報警報規程別表第四の二に示す「仙台市東部」の区域,仙台市東部,4
0410002,気象庁予報警報規程別表第四の二に示す「仙台市西部」の区域,仙台市西部,4
0420200,宮城県石巻市,石巻市,4
0420300,宮城県塩竈市,塩竈市,4
0420500,宮城県気仙沼市,気仙沼市,4
0420600,宮城県白石市,白石市,4
0420700,宮城県名取市,名取市,4
0420800,宮城県角田市,角田市,4
0420900,宮城県多賀城市,多賀城市,4
0421100,宮城県岩沼市,岩沼市,4
0421200,宮城県登米市,登米市,4
0421301,気象庁予報警報規程別表第四の二に示す「栗原市東部」の区域,栗原市東部,4
0421302,気象庁予報警報規程別表第四の二に示す「栗原市西部」の区域,栗原市西部,4
0421400,宮城県東松島市,東松島市,4
0421501,気象庁予報警報規程別表第四の二に示す「大崎市東部」の区域,大崎市東部,4
0421502,気象庁予報警報規程別表第四の二に示す「大崎市西部」の区域,大崎市西部,4
0421600,宮城県富谷市,富谷市,4
0430100,宮城県蔵王町,蔵王町,4
0430200,宮城県七ヶ宿町,七ヶ宿町,4
0432100,宮城県大河原町,大河原町,4
0432200,宮城県村田町,村田町,4
0432300,宮城県柴田町,柴田町,4
0432400,宮城県川崎町,川崎町,4
0434100,宮城県丸森町,丸森町,4
0436100,宮城県亘理町,亘理町,4
0436200,宮城県山元町,山元町,4
0440100,宮城県松島町,松島町,4
0440400,宮城県七ヶ浜町,七ヶ浜町,4
0440600,宮城県利府町,利府町,4
0442101,気象庁予報警報規程別表第四の二に示す「大和町東部」の区域,大和町東部,4
0442102,気象庁予報警報規程別表第四の二に示す「大和町西部」の区域,大和町西部,4
0442200,宮城県大郷町,大郷町,4
0442400,宮城県大衡村,大衡村,4
0444400,宮城県色麻町,色麻町,4
0444500,宮城県加美町,加美町,4
0450100,宮城県涌谷町,涌谷町,4
0450500,宮城県美里町,美里町,4
0458100,宮城県女川町,女川町,4
0460600,宮城県南三陸町,南三陸町,4
0520100,秋田県秋田市,秋田市,5
0520111,秋田県秋田市のうち秋田市河辺雄和の区域を除く区域,秋田市秋田,5
0520112,秋田県秋田市のうち河辺市民センター及び雄和市民センター管内,秋田市河辺雄和,5
0520200,秋田県能代市,能代市,5
0520300,秋田県横手市,横手市,5
0520400,秋田県大館市,大館市,5
0520600,秋田県男鹿市,男鹿市,5
0520700,秋田県湯沢市,湯沢市,5
0520900,秋田県鹿角市,鹿角市,5
0521000,秋田県由利本荘市,由利本荘市,5
0521011,秋田県由利本荘市のうち由利本荘市内陸の区域を除く区域,由利本荘市沿岸,5
0521012,秋田県由利本荘市のうち矢島総合支所、由利総合支所、大内総合支所、東由利総合支所及び鳥海総合支所管内 ,由利本荘市内陸,5
0521100,秋田県潟上市,潟上市,5
0521200,秋田県大仙市,大仙市,5
0521300,秋田県北秋田市,北秋田市,5
0521400,秋田県にかほ市,にかほ市,5
0521500,秋田県仙北市,仙北市,5
0530300,秋田県小坂町,小坂町,5
0532700,秋田県上小阿仁村,上小阿仁村,5
0534600,秋田県藤里町,藤里町,5
0534800,秋田県三種町,三種町,5
0534900,秋田県八峰町,八峰町,5
0536100,秋田県五城目町,五城目町,5
0536300,秋田県八郎潟町,八郎潟町,5
0536600,秋田県井川町,井川町,5
0536800,秋田県大潟村,大潟村,5
0543400,秋田県美郷町,美郷町,5
0546300,秋田県羽後町,羽後町,5
0546400,秋田県東成瀬村,東成瀬村,5
0620100,山形県山形市,山形市,6
0620200,山形県米沢市,米沢市,6
0620300,山形県鶴岡市,鶴岡市,6
0620311,山形県鶴岡市のうち鶴岡市南部の区域を除く区域,鶴岡市北部,6
0620312,山形県鶴岡市のうち朝日庁舎、朝日庁舎南出張所及び温海庁舎管内,鶴岡市南部,6
0620400,山形県酒田市,酒田市,6
0620411,山形県酒田市のうち酒田市飛島及び酒田市北部の区域を除く区域,酒田市南部,6
0620412,山形県酒田市のうち飛島,酒田市飛島,6
0620413,山形県酒田市のうち八幡総合支所管内,酒田市北部,6
0620500,山形県新庄市,新庄市,6
0620600,山形県寒河江市,寒河江市,6
0620700,山形県上山市,上山市,6
0620800,山形県村山市,村山市,6
0620900,山形県長井市,長井市,6
0621000,山形県天童市,天童市,6
0621100,山形県東根市,東根市,6
0621200,山形県尾花沢市,尾花沢市,6
0621300,山形県南陽市,南陽市,6
0630100,山形県山辺町,山辺町,6
0630200,山形県中山町,中山町,6
0632100,山形県河北町,河北町,6
0632200,山形県西川町,西川町,6
0632300,山形県朝日町,朝日町,6
0632400,山形県大江町,大江町,6
0634100,山形県大石田町,大石田町,6
0636100,山形県金山町,金山町,6
0636200,山形県最上町,最上町,6
0636300,山形県舟形町,舟形町,6
0636400,山形県真室川町,真室川町,6
0636500,山形県大蔵村,大蔵村,6
0636600,山形県鮭川村,鮭川村,6
0636700,山形県戸沢村,戸沢村,6
0638100,山形県高畠町,高畠町,6
0638200,山形県川西町,川西町,6
0640100,山形県小国町,小国町,6
0640200,山形県白鷹町,白鷹町,6
0640300,山形県飯豊町,飯豊町,6
0642600,山形県三川町,三川町,6
0642800,山形県庄内町,庄内町,6
0646100,山形県遊佐町,遊佐町,6
0720100,福島県福島市,福島市,7
0720200,福島県会津若松市,会津若松市,7
0720300,福島県郡山市,郡山市,7
0720301,気象庁予報警報規程別表第四の二に示す「郡山市」の区域,郡山市,7
0720302,気象庁予報警報規程別表第四の二に示す「郡山市湖南」の区域,郡山市湖南,7
0720400,福島県いわき市,いわき市,7
0720500,福島県白河市,白河市,7
0720700,福島県須賀川市,須賀川市,7
0720800,福島県喜多方市,喜多方市,7
0720900,福島県相馬市,相馬市,7
0721000,福島県二本松市,二本松市,7
0721100,福島県田村市,田村市,7
0721200,福島県南相馬市,南相馬市,7
0721300,福島県伊達市,伊達市,7
0721400,福島県本宮市,本宮市,7
0730100,福島県桑折町,桑折町,7
0730300,福島県国見町,国見町,7
0730800,福島県川俣町,川俣町,7
0732200,福島県大玉村,大玉村,7
0734200,福島県鏡石町,鏡石町,7
0734400,福島県天栄村,天栄村,7
0734401,気象庁予報警報規程別表第四の二に示す「天栄村」の区域,天栄村,7
0734402,気象庁予報警報規程別表第四の二に示す「天栄村湯本」の区域,天栄村湯本,7
0736200,福島県下郷町,下郷町,7
0736400,福島県檜枝岐村,檜枝岐村,7
0736700,福島県只見町,只見町,7
0736800,福島県南会津町,南会津町,7
0740200,福島県北塩原村,北塩原村,7
0740500,福島県西会津町,西会津町,7
0740700,福島県磐梯町,磐梯町,7
0740800,福島県猪苗代町,猪苗代町,7
0742100,福島県会津坂下町,会津坂下町,7
0742200,福島県湯川村,湯川村,7
0742300,福島県柳津町,柳津町,7
0744400,福島県三島町,三島町,7
0744500,福島県金山町,金山町,7
0744600,福島県昭和村,昭和村,7
0744700,福島県会津美里町,会津美里町,7
0746100,福島県西郷村,西郷村,7
0746400,福島県泉崎村,泉崎村,7
0746500,福島県中島村,中島村,7
0746600,福島県矢吹町,矢吹町,7
0748100,福島県棚倉町,棚倉町,7
0748200,福島県矢祭町,矢祭町,7
0748300,福島県塙町,塙町,7
0748400,福島県鮫川村,鮫川村,7
0750100,福島県石川町,石川町,7
0750200,福島県玉川村,玉川村,7
0750300,福島県平田村,平田村,7
0750400,福島県浅川町,浅川町,7
0750500,福島県古殿町,古殿町,7
0752100,福島県三春町,三春町,7
0752200,福島県小野町,小野町,7
0754100,福島県広野町,広野町,7
0754200,福島県楢葉町,楢葉町,7
0754300,福島県富岡町,富岡町,7
0754400,福島県川内村,川内村,7
0754500,福島県大熊町,大熊町,7
0754600,福島県双葉町,双葉町,7
0754700,福島県浪江町,浪江町,7
0754800,福島県葛尾村,葛尾村,7
0756100,福島県新地町,新地町,7
0756400,福島県飯舘村,飯舘村,7
0820100,茨城県水戸市,水戸市,8
0820200,茨城県日立市,日立市,8
0820300,茨城県土浦市,土浦市,8
0820400,茨城県古河市,古河市,8
0820500,茨城県石岡市,石岡市,8
0820700,茨城県結城市,結城市,8
0820800,茨城県龍ケ崎市,龍ケ崎市,8
0821000,茨城県下妻市,下妻市,8
0821100,茨城県常総市,常総市,8
0821200,茨城県常陸太田市,常陸太田市,8
0821400,茨城県高萩市,高萩市,8
0821500,茨城県北茨城市,北茨城市,8
0821600,茨城県笠間市,笠間市,8
0821700,茨城県取手市,取手市,8
0821900,茨城県牛久市,牛久市,8
0822000,茨城県つくば市,つくば市,8
0822100,茨城県ひたちなか市,ひたちなか市,8
0822200,茨城県鹿嶋市,鹿嶋市,8
0822300,茨城県潮来市,潮来市,8
0822400,茨城県守谷市,守谷市,8
0822500,茨城県常陸大宮市,常陸大宮市,8
0822600,茨城県那珂市,那珂市,8
0822700,茨城県筑西市,筑西市,8
0822800,茨城県坂東市,坂東市,8
0822900,茨城県稲敷市,稲敷市,8
0823000,茨城県かすみがうら市,かすみがうら市,8
0823100,茨城県桜川市,桜川市,8
0823200,茨城県神栖市,神栖市,8
0823300,茨城県行方市,行方市,8
0823400,茨城県鉾田市,鉾田市,8
0823500,茨城県つくばみらい市,つくばみらい市,8
0823600,茨城県小美玉市,小美玉市,8
0830200,茨城県茨城町,茨城町,8
0830900,茨城県大洗町,大洗町,8
0831000,茨城県城里町,城里町,8
0834100,茨城県東海村,東海村,8
0836400,茨城県大子町,大子町,8
0844200,茨城県美浦村,美浦村,8
0844300,茨城県阿見町,阿見町,8
0844700,茨城県河内町,河内町,8
0852100,茨城県八千代町,八千代町,8
0854200,茨城県五霞町,五霞町,8
0854600,茨城県境町,境町,8
0856400,茨城県利根町,利根町,8
0920100,栃木県宇都宮市,宇都宮市,9
0920200,栃木県足利市,足利市,9
0920300,栃木県栃木市,栃木市,9
0920400,栃木県佐野市,佐野市,9
0920500,栃木県鹿沼市,鹿沼市,9
0920600,栃木県日光市,日光市,9
0920800,栃木県小山市,小山市,9
0920900,栃木県真岡市,真岡市,9
0921000,栃木県大田原市,大田原市,9
0921100,栃木県矢板市,矢板市,9
0921300,栃木県那須塩原市,那須塩原市,9
0921400,栃木県さくら市,さくら市,9
0921500,栃木県那須烏山市,那須烏山市,9
0921600,栃木県下野市,下野市,9
0930100,栃木県上三川町,上三川町,9
0934200,栃木県益子町,益子町,9
0934300,栃木県茂木町,茂木町,9
0934400,栃木県市貝町,市貝町,9
0934500,栃木県芳賀町,芳賀町,9
0936100,栃木県壬生町,壬生町,9
0936400,栃木県野木町,野木町,9
0938400,栃木県塩谷町,塩谷町,9
0938600,栃木県高根沢町,高根沢町,9
0940700,栃木県那須町,那須町,9
0941100,栃木県那珂川町,那珂川町,9
1020100,群馬県前橋市,前橋市,10
1020200,群馬県高崎市,高崎市,10
1020300,群馬県桐生市,桐生市,10
1020400,群馬県伊勢崎市,伊勢崎市,10
1020500,群馬県太田市,太田市,10
1020600,群馬県沼田市,沼田市,10
1020700,群馬県館林市,館林市,10
1020800,群馬県渋川市,渋川市,10
1020900,群馬県藤岡市,藤岡市,10
1021000,群馬県富岡市,富岡市,10
1021100,群馬県安中市,安中市,10
1021200,群馬県みどり市,みどり市,10
1034400,群馬県榛東村,榛東村,10
1034500,群馬県吉岡町,吉岡町,10
1036600,群馬県上野村,上野村,10
1036700,群馬県神流町,神流町,10
1038200,群馬県下仁田町,下仁田町,10
1038300,群馬県南牧村,南牧村,10
1038400,群馬県甘楽町,甘楽町,10
1042100,群馬県中之条町,中之条町,10
1042400,群馬県長野原町,長野原町,10
1042500,群馬県嬬恋村,嬬恋村,10
1042600,群馬県草津町,草津町,10
1042800,群馬県高山村,高山村,10
1042900,群馬県東吾妻町,東吾妻町,10
1044300,群馬県片品村,片品村,10
1044400,群馬県川場村,川場村,10
1044800,群馬県昭和村,昭和村,10
1044900,群馬県みなかみ町,みなかみ町,10
1046400,群馬県玉村町,玉村町,10
1052100,群馬県板倉町,板倉町,10
1052200,群馬県明和町,明和町,10
1052300,群馬県千代田町,千代田町,10
1052400,群馬県大泉町,大泉町,10
1052500,群馬県邑楽町,邑楽町,10
1110000,埼玉県さいたま市,さいたま市,11
1120100,埼玉県川越市,川越市,11
1120200,埼玉県熊谷市,熊谷市,11
1120300,埼玉県川口市,川口市,11
1120600,埼玉県行田市,行田市,11
1120700,埼玉県秩父市,秩父市,11
1120800,埼玉県所沢市,所沢市,11
1120900,埼玉県飯能市,飯能市,11
1121000,埼玉県加須市,加須市,11
1121100,埼玉県本庄市,本庄市,11
1121200,埼玉県東松山市,東松山市,11
1121400,埼玉県春日部市,春日部市,11
1121500,埼玉県狭山市,狭山市,11
1121600,埼玉県羽生市,羽生市,11
1121700,埼玉県鴻巣市,鴻巣市,11
1121800,埼玉県深谷市,深谷市,11
1121900,埼玉県上尾市,上尾市,11
1122100,埼玉県草加市,草加市,11
1122200,埼玉県越谷市,越谷市,11
1122300,埼玉県蕨市,蕨市,11
1122400,埼玉県戸田市,戸田市,11
1122500,埼玉県入間市,入間市,11
1122700,埼玉県朝霞市,朝霞市,11
1122800,埼玉県志木市,志木市,11
1122900,埼玉県和光市,和光市,11
1123000,埼玉県新座市,新座市,11
1123100,埼玉県桶川市,桶川市,11
1123200,埼玉県久喜市,久喜市,11
1123300,埼玉県北本市,北本市,11
1123400,埼玉県八潮市,八潮市,11
1123500,埼玉県富士見市,富士見市,11
1123700,埼玉県三郷市,三郷市,11
1123800,埼玉県蓮田市,蓮田市,11
1123900,埼玉県坂戸市,坂戸市,11
1124000,埼玉県幸手市,幸手市,11
1124100,埼玉県鶴ヶ島市,鶴ヶ島市,11
1124200,埼玉県日高市,日高市,11
1124300,埼玉県吉川市,吉川市,11
1124500,埼玉県ふじみ野市,ふじみ野市,11
1124600,埼玉県白岡市,白岡市,11
1130100,埼玉県伊奈町,伊奈町,11
1132400,埼玉県三芳町,三芳町,11
1132600,埼玉県毛呂山町,毛呂山町,11
1132700,埼玉県越生町,越生町,11
1134100,埼玉県滑川町,滑川町,11
1134200,埼玉県嵐山町,嵐山町,11
1134300,埼玉県小川町,小川町,11
1134600,埼玉県川島町,川島町,11
1134700,埼玉県吉見町,吉見町,11
1134800,埼玉県鳩山町,鳩山町,11
1134900,埼玉県ときがわ町,ときがわ町,11
1136100,埼玉県横瀬町,横瀬町,11
1136200,埼玉県皆野町,皆野町,11
1136300,埼玉県長瀞町,長瀞町,11
1136500,埼玉県小鹿野町,小鹿野町,11
1136900,埼玉県東秩父村,東秩父村,11
1138100,埼玉県美里町,美里町,11
1138300,埼玉県神川町,神川町,11
1138500,埼玉県上里町,上里町,11
1140800,埼玉県寄居町,寄居町,11
1144200,埼玉県宮代町,宮代町,11
1146400,埼玉県杉戸町,杉戸町,11
1146500,埼玉県松伏町,松伏町,11
1210000,千葉県千葉市,千葉市,12
1220200,千葉県銚子市,銚子市,12
1220300,千葉県市川市,市川市,12
1220400,千葉県船橋市,船橋市,12
1220500,千葉県館山市,館山市,12
1220600,千葉県木更津市,木更津市,12
1220700,千葉県松戸市,松戸市,12
1220800,千葉県野田市,野田市,12
1221000,千葉県茂原市,茂原市,12
1221100,千葉県成田市,成田市,12
1221200,千葉県佐倉市,佐倉市,12
1221300,千葉県東金市,東金市,12
1221500,千葉県旭市,旭市,12
1221600,千葉県習志野市,習志野市,12
1221700,千葉県柏市,柏市,12
1221800,千葉県勝浦市,勝浦市,12
1221900,千葉県市原市,市原市,12
1222000,千葉県流山市,流山市,12
1222100,千葉県八千代市,八千代市,12
1222200,千葉県我孫子市,我孫子市,12
1222300,千葉県鴨川市,鴨川市,12
1222400,千葉県鎌ケ谷市,鎌ケ谷市,12
1222500,千葉県君津市,君津市,12
1222600,千葉県富津市,富津市,12
1222700,千葉県浦安市,浦安市,12
1222800,千葉県四街道市,四街道市,12
1222900,千葉県袖ケ浦市,袖ケ浦市,12
1223000,千葉県八街市,八街市,12
1223100,千葉県印西市,印西市,12
1223200,千葉県白井市,白井市,12
1223300,千葉県富里市,富里市,12
1223400,千葉県南房総市,南房総市,12
1223500,千葉県匝瑳市,匝瑳市,12
1223600,千葉県香取市,香取市,12
1223700,千葉県山武市,山武市,12
1223800,千葉県いすみ市,いすみ市,12
1223900,千葉県大網白里市,大網白里市,12
1232200,千葉県酒々井町,酒々井町,12
1232900,千葉県栄町,栄町,12
1234200,千葉県神崎町,神崎町,12
1234700,千葉県多古町,多古町,12
1234900,千葉県東庄町,東庄町,12
1240300,千葉県九十九里町,九十九里町,12
1240900,千葉県芝山町,芝山町,12
1241000,千葉県横芝光町,横芝光町,12
1242100,千葉県一宮町,一宮町,12
1242200,千葉県睦沢町,睦沢町,12
1242300,千葉県長生村,長生村,12
1242400,千葉県白子町,白子町,12
1242600,千葉県長柄町,長柄町,12
1242700,千葉県長南町,長南町,12
1244100,千葉県大多喜町,大多喜町,12
1244300,千葉県御宿町,御宿町,12
1246300,千葉県鋸南町,鋸南町,12
1310100,東京都千代田区,千代田区,13
1310200,東京都中央区,中央区,13
1310300,東京都港区,港区,13
1310400,東京都新宿区,新宿区,13
1310500,東京都文京区,文京区,13
1310600,東京都台東区,台東区,13
1310700,東京都墨田区,墨田区,13
1310800,東京都江東区,江東区,13
